LAT,LON,COMPANY,LOCATION NAME,LOCATION TYPE
39.93722,3.96158,MELIA,Meliá Cala Galdana,Melia Lux Chain
38.90518,-6.36186,MELIA,TRYP Mérida Medea Hotel,Melia Lux Chain
37.98390049282031,-1.1267373338341713,MELIA,TRYP Murcia Rincón de Pepe,Melia Lux Chain
39.56830,2.631226,MELIA,Hotel Palma Bellver Affiliated by Meliá,Melia Lux Chain
39.56351,2.626612,MELIA,Hotel Victoria Gran Meliá,Melia Lux Chain
39.56439722,2.62809722,MELIA,Meliá Palma Marina,Melia Lux Chain
39.563394,2.665935,MELIA,Meliá Palma Bay,Melia Lux Chain
39.56639,2.625743,MELIA,INNSIDE Palma Bosque ,Melia Lux Chain
39.5773,2.6502,MELIA,INNSIDE Palma Center,Melia Lux Chain
39.54378,2.595944,MELIA,Hotel de Mar Gran Meliá,Melia Lux Chain
38.684500,-4.103600,MELIA,Hotel Puertollano,Melia Lux Chain
41.08238,1.143298,MELIA,Sol Costa Daurada,Melia Lux Chain
43.316500,-1.98572,MELIA,Hotel San Sebastian Orly Affiliated by Meliá,Melia Lux Chain
42.86487,-8.54364,MELIA,TRYP Santiago Hotel,Melia Lux Chain
37.386100,-5.972400,MELIA,Meliá Lebreros,Melia Lux Chain
37.390900,-5.998500,MELIA,Hotel Colón Gran Meliá,Melia Lux Chain
37.377822,-5.983064,MELIA,Meliá Sevilla,Melia Lux Chain
37.377822,-5.983064,MELIA,The Level At Meliá Sevilla,Melia Lux Chain
37.09498,-3.39878,MELIA,Meliá Sierra Nevada,Melia Lux Chain
37.09537,-3.39980,MELIA,Meliá Sol y Nieve,Melia Lux Chain
41.236891,1.823738,MELIA,Meliá Sitges,Melia Lux Chain
41.225271,1.787329,MELIA,ME Sitges Terramar,Melia Lux Chain
41.06905,1.065384,MELIA,Sol Port Cambrils,Melia Lux Chain
41.08238,1.143298,MELIA,Sol Costa Daurada,Melia Lux Chain
28.3693667,-16.858894,MELIA,Meliá Hacienda del Conde,Melia Lux Chain
28.050981,-16.712909,MELIA,Sol Arona Tenerife,Melia Lux Chain
28.4174153,-16.5422837,MELIA,Sol Costa Atlantis,Melia Lux Chain
28.06435,-16.7318,MELIA,Sol Tenerife,Melia Lux Chain
28.08714,-16.7352,MELIA,Sol Sun Beach Apartamentos,Melia Lux Chain
28.41496,-16.5567,MELIA,Sol Puerto de la Cruz Tenerife,Melia Lux Chain
28.206103,-16.833188,MELIA,RedLevel at Gran Meliá Palacio de Isora,Melia Lux Chain
28.09647,-16.7389,MELIA,Meliá Jardines del Teide,Melia Lux Chain
28.20448,-16.8308,MELIA,Gran Meliá Palacio de Isora,Melia Lux Chain
36.625545,-4.495259,MELIA,Sol Torremolinos - Don Pablo,Melia Lux Chain
36.62574,-4.49295,MELIA,Sol Torremolinos - Don Pedro,Melia Lux Chain
36.62092,-4.49618,MELIA,Meliá Costa del Sol,Melia Lux Chain
36.62574,-4.49294,MELIA,Sol Torremolinos - Don Marco,Melia Lux Chain
36.60109,-4.51049,MELIA,Sol Timor Apartamentos,Melia Lux Chain
36.632400,-4.491800,MELIA,Sol Príncipe,Melia Lux Chain
36.60054,-4.51153,MELIA,Sol House Costa del Sol,Melia Lux Chain
39.49440,-0.40194,MELIA,Meliá Valencia,Melia Lux Chain
39.470700,-0.376800,MELIA,Meliá Plaza,Melia Lux Chain
39.45827,-0.34814,MELIA,Hotel Valencia Oceanic Affiliated by Meliá,Melia Lux Chain
41.64585,-4.72757,MELIA,Meliá Recoletos,Melia Lux Chain
41.637800,-4.762200,MELIA,TRYP Valladolid Sofía Parquesol Hotel,Melia Lux Chain
42.700494,0.800157,MELIA,Hotel Vielha Baqueira Affiliated by Meliá,Melia Lux Chain
42.2277,-8.7176,MELIA,TRYP Vigo Los Galeones Hotel,Melia Lux Chain
36.10966,-5.8239,MELIA,Meliá Atlanterra,Melia Lux Chain
41.651481,-0.885972,MELIA,INNSiDE Zaragoza,Melia Lux Chain
48.8513657,2.3484046,MELIA,Meliá Paris Notre-Dame,Melia Lux Chain
48.888385,2.250635,MELIA,Meliá Paris La Défense,Melia Lux Chain
48.8688580,2.2829127,MELIA,Meliá París Champs Elysées,Melia Lux Chain
48.8668090,2.3256430,MELIA,Meliá Paris Vendome,Melia Lux Chain
48.8715213,2.3428233,MELIA,Hotel Paris Opéra Affiliated by Meliá,Melia Lux Chain
48.8653254,2.3046152,MELIA,Meliá Paris Villa Marquis a Meliá Collection Hotel,Melia Lux Chain
49.008853,2.548489,MELIA,Innside Paris Charles de Gaulle Airport,Melia Lux Chain
49.008853,2.548489,MELIA,Innside Paris Charles de Gaulle Airport,Melia Lux Chain
37.98607,23.73022,MELIA,Meliá Athens,Melia Lux Chain
36.42648,28.199506,MELIA,Hotel Cosmopolitan Affiliated by Meliá,Melia Lux Chain
44.40175,8.938191,MELIA,Meliá Genova,Melia Lux Chain
45.479335,9.196297,MELIA,ME Milan Il Duca,Melia Lux Chain
45.47898,9.145465,MELIA,Meliá Milano,Melia Lux Chain
45.486291,9.198850,MELIA,INNSiDE Milano Torre GalFa,Melia Lux Chain
41.89907,12.46057,MELIA,Villa Agrippina Gran Meliá,Melia Lux Chain
49.616922,6.141971,MELIA,Meliá Luxembourg,Melia Lux Chain
49.58082,6.11566,MELIA,INNSiDE Luxembourg,Melia Lux Chain
52.339874,4.870981,MELIA,INNSiDE Amsterdam,Melia Lux Chain
40.63862,-8.64501,MELIA,Meliá Ria,Melia Lux Chain
41.556877,-8.395362,MELIA,Meliá Braga,Melia Lux Chain
39.826304,-7.498609,MELIA,Melia Castelo Branco,Melia Lux Chain
40.21585,-8.41383,MELIA,TRYP Coimbra Hotel,Melia Lux Chain
38.641507,-9.236489,MELIA,TRYP Lisboa Caparica Mar ,Melia Lux Chain
40.26960,-7.50524,MELIA,TRYP Covilha Dona María Hotel,Melia Lux Chain
39.753805,-8.813103,MELIA,TRYP Leiria Hotel,Melia Lux Chain
38.641507,-9.236489,MELIA,TRYP Lisboa Caparica Mar ,Melia Lux Chain
38.770408,-9.125668,MELIA,TRYP Lisboa Aeroporto,Melia Lux Chain
38.71078,-8.97556,MELIA,TRYP Montijo Parque Hotel,Melia Lux Chain
38.769434,-9.097998,MELIA,Meliá Lisboa Oriente,Melia Lux Chain
32.63737,-16.9342,MELIA,Meliá Madeira Mare,Melia Lux Chain
41.15726,-8.60220,MELIA,TRYP Porto Centro Hotel,Melia Lux Chain
41.201900,-8.693300,MELIA,TRYP Porto Expo Hotel,Melia Lux Chain
38.528722,-8.889932,MELIA,Meliá Setúbal,Melia Lux Chain
51.52483,-0.14372,MELIA,Meliá White House Apartments ,Melia Lux Chain
51.4957,-0.1828,MELIA,Meliá London Kensington a Meliá Collection Hotel,Melia Lux Chain
51.52483,-0.14372,MELIA,Meliá White House,Melia Lux Chain
51.511936,-0.118545,MELIA,ME London,Melia Lux Chain
51.52483,-0.14372,MELIA,The Level at Meliá White House,Melia Lux Chain
53.4736967,-2.2475177,MELIA,INNSIDE Manchester,Melia Lux Chain
53.409470,-2.994590,MELIA,INNSiDE Liverpool,Melia Lux Chain
54.9669,-1.6119,MELIA,INNSiDE Newcastle,Melia Lux Chain
50.091554,14.431080,MELIA,INNSiDE Prague Old Town,Melia Lux Chain
